car_name,car_details_url,car_price,car_mileage,car_registration_model,car_emission_class,car_body_type,car_seating_capacity,car_engine_type,car_fuel_type,car_images
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308140774383?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£19,945","62,586 miles (Above Average: 8,154 miles )",2016 (16 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/f2c651f7fbb5441b8758a2b69499861f.jpg, https://m.atcdn.co.uk/a/media/w768/0f69b94c3bbb461887974a02c85c07b7.jpg, https://m.atcdn.co.uk/a/media/w768/3df28e8c501f4d36810999fed02e3d0d.jpg, https://m.atcdn.co.uk/a/media/w768/90de2d2e5101462eb222304044b98c99.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202307250044304?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£25,995","30,000 miles (Above Average: 1,499 miles )",2019 (69 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/a142c203a91d4422a4a9f31dca81c450.jpg, https://m.atcdn.co.uk/a/media/w768/a12b1581f75c4b4cb893693240116847.jpg, https://m.atcdn.co.uk/a/media/w768/cab89e9f593a40c8b7aa067f39151118.jpg, https://m.atcdn.co.uk/a/media/w768/0732ff65921f423ab4a68f72ad968357.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202303315827692?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£9,990","91,000 miles (Above Average: 10,477 miles )",2012 (62 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/7e48afc1fe1e47b99bcb71ab02ca99de.jpg, https://m.atcdn.co.uk/a/media/w768/38741d1e1cfe4aceb3a52494f45636e8.jpg, https://m.atcdn.co.uk/a/media/w768/0baa3e492a354430a6627016161da8aa.jpg, https://m.atcdn.co.uk/a/media/w768/77a1a3499a264774a0b091aa2ae958d4.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202307310271050?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£17,945","39,643 miles (Above Average: 15,673 miles )",2016 (16 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/35c8c638529448a8b815e17e483b8fd5.jpg, https://m.atcdn.co.uk/a/media/w768/8592d419a29f484eb3c1f508ac2a1c99.jpg, https://m.atcdn.co.uk/a/media/w768/917fdb3ac9af438aa5cc40823b4b74f3.jpg, https://m.atcdn.co.uk/a/media/w768/826a23f67bdf4f9599be3b3eb2507a97.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202310052691506?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£23,999","18,677 miles (Above Average: 11,170 miles )",2019 (69 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/4d55367375864454bed8982168565a15.jpg, https://m.atcdn.co.uk/a/media/w768/d0e7f12a76d64ffab0b13c2b20cb939d.jpg, https://m.atcdn.co.uk/a/media/w768/871d38f87d4e4dad8d5fc6a5a91cfe9c.jpg, https://m.atcdn.co.uk/a/media/w768/7dd472ead3f64789801510f3acf8fa99.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309081717372?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£21,495","31,500 miles (Above Average: 8,872 miles )",2018 (18 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/30a5e5a602144c188b06cf80b083da15.jpg, https://m.atcdn.co.uk/a/media/w768/fd5aab7078c04cca91dd5e3435f7c23d.jpg, https://m.atcdn.co.uk/a/media/w768/2be4c0edce4f47769d6af4fa4d343b7b.jpg, https://m.atcdn.co.uk/a/media/w768/6f86af2e40a149aa852f78364f74ce45.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308311400040?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£18,945","49,749 miles (Above Average: 4,964 miles )",2016 (16 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/0eac25224dd44464acc80c55f397976d.jpg, https://m.atcdn.co.uk/a/media/w768/9256ad5e1c1a4b4ea5cafb2bf184fd30.jpg, https://m.atcdn.co.uk/a/media/w768/332b8d57b37445e9b7835527d7480306.jpg, https://m.atcdn.co.uk/a/media/w768/7d4f34415aa14939b2a85c966cc0d78a.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309131916587?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£23,995","33,000 miles (Above Average: 4,458 miles )",2019 (69 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/c59ae38d09e3412aa55d30f82f247bb3.jpg, https://m.atcdn.co.uk/a/media/w768/d7e5d9438d1d48efb3730d7df21091bd.jpg, https://m.atcdn.co.uk/a/media/w768/618a3df3a4704e80aff92289bf10ec7a.jpg, https://m.atcdn.co.uk/a/media/w768/9776dd89dfce46729d09712ae775b820.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309071674850?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£20,945","23,887 miles (Above Average: 26,648 miles )",2016 (66 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/84850ec194ae4516808cba96833132ba.jpg, https://m.atcdn.co.uk/a/media/w768/a6209480fb2c4a0f8f283462e76be6fa.jpg, https://m.atcdn.co.uk/a/media/w768/b86d79a9794f4956b4a71066cfa2962f.jpg, https://m.atcdn.co.uk/a/media/w768/67b5feac39c149689f07270d3ecf924f.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308160870836?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£7,988","99,000 miles (Above Average: 16,931 miles )",2012 (12 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/0fbb78427fa34d9da6b282b20b27898c.jpg, https://m.atcdn.co.uk/a/media/w768/e222f5886593441ab0ac2cab354a7b52.jpg, https://m.atcdn.co.uk/a/media/w768/fdc2ddb597ff43698e5100662dd5a527.jpg, https://m.atcdn.co.uk/a/media/w768/1dc771cfdd324f6a895effbc224c0198.jpg"
Vauxhall Combo Life,https://www.autotrader.co.uk/car-details/202310183111801?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=8&postcode=SW1W%200NY&fromsra,"£16,595","15,244 miles (Above Average: 4,607 miles )",2020 (20 reg),Euro 6,MPV,5,1.2L,Petrol,"https://m.atcdn.co.uk/a/media/w768/e635de348a5a4ba3b2513a3d28c11099.jpg, https://m.atcdn.co.uk/a/media/w768/afdb2ccf670746b2b5584c7ea9f209d8.jpg, https://m.atcdn.co.uk/a/media/w768/bd47f01836424f9f897a148145a5a127.jpg, https://m.atcdn.co.uk/a/media/w768/324b7b9b34e74294a76ab0a51a9096b7.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308030393208?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=9&postcode=SW1W%200NY&fromsra,"£20,945","19,308 miles (Above Average: 34,983 miles )",2016 (16 reg),Euro 6,MPV,4,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/3850e30df8d4450ba1572cf0e03797bf.jpg, https://m.atcdn.co.uk/a/media/w768/53abb625ce374aad99944760ee4621e0.jpg, https://m.atcdn.co.uk/a/media/w768/211854ea6c394fc084134d6cdda7a297.jpg, https://m.atcdn.co.uk/a/media/w768/051ca808543e48f8aef9a603eb274090.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202306138481750?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=9&postcode=SW1W%200NY&fromsra,"£15,990","43,495 miles (Above Average: 733 miles )",2017 (67 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/49cf86e7e9b141a5ab93b9bfdf9b03ec.jpg, https://m.atcdn.co.uk/a/media/w768/5cb0e8170b7944d382cbe69450754520.jpg, https://m.atcdn.co.uk/a/media/w768/c1eeb40992e94e22b2215295740d7451.jpg, https://m.atcdn.co.uk/a/media/w768/a48c1163035b4b10adeb3aa9c54a9347.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309302519389?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=9&postcode=SW1W%200NY&fromsra,"£16,999","31,000 miles (Above Average: 29,960 miles )",2015 (15 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/67bdfb33bc0d4501894d944fbf28a3a0.jpg, https://m.atcdn.co.uk/a/media/w768/831c92aae99f42efa5c4e458525f2dd9.jpg, https://m.atcdn.co.uk/a/media/w768/bfb788600cea40089dc6b1a2449ace0c.jpg, https://m.atcdn.co.uk/a/media/w768/50b13964c3c94fcfb8629bb168c3a665.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202309041540686?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=9&postcode=SW1W%200NY&fromsra,"£22,995","7,500 miles (Above Average: 34,157 miles )",2018 (67 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/9c2d763682ef4e8da95a580971b9f0ba.jpg, https://m.atcdn.co.uk/a/media/w768/d942d38844fd4765a083ddca491b34e3.jpg, https://m.atcdn.co.uk/a/media/w768/1eb378e892754ea7bc367651648c35b7.jpg, https://m.atcdn.co.uk/a/media/w768/b2af96e834454b59bff1efd14919590f.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310183098759?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=9&postcode=SW1W%200NY&fromsra,"£13,995","23,000 miles (Above Average: 36,534 miles )",2015 (65 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/a2f0b40de31b4ea2add3ce9e6459b443.jpg, https://m.atcdn.co.uk/a/media/w768/a3fbbd4c507f4726aab19ba98554ea2a.jpg, https://m.atcdn.co.uk/a/media/w768/c13aadec67d845b28f1e646ee8d0370c.jpg, https://m.atcdn.co.uk/a/media/w768/12655c0533a745ffa3a4bbb7077a1d82.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202302224532889?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=9&postcode=SW1W%200NY&fromsra,"£16,999","41,985 miles (Above Average: 3,529 miles )",2017 (17 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/fbf44096bd684d31a35b519b44243b54.jpg, https://m.atcdn.co.uk/a/media/w768/4c08c2ee31f14042ab3664549afd802f.jpg, https://m.atcdn.co.uk/a/media/w768/b2005e2a50a94b6db87ddda6cfbb1cbe.jpg, https://m.atcdn.co.uk/a/media/w768/bc057686d4464b95b45eed6344e7b9ef.jpg"
Peugeot Rifter,https://www.autotrader.co.uk/car-details/202309041549221?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=9&postcode=SW1W%200NY&fromsra,"£21,049","43,223 miles (Above Average: 17,181 miles )",2019 (69 reg),Euro 6,MPV,7,1.5L,Diesel,"https://m.atcdn.co.uk/a/media/w768/f85e4cce332c44b29c380ca4c200e867.jpg, https://m.atcdn.co.uk/a/media/w768/563bec1302fb4b00b8b7fca14497003e.jpg, https://m.atcdn.co.uk/a/media/w768/0b160a14643c4bd298f27b3e407c6deb.jpg, https://m.atcdn.co.uk/a/media/w768/4bf29cd595d54b7b836fbcc49ee5e6b5.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202309252339786?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£24,995","9,000 miles (Above Average: 19,200 miles )",2019 (69 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/a4676de5de6640e2b4c86d558c4aba08.jpg, https://m.atcdn.co.uk/a/media/w768/303e508ced8343c1a853fdce84a9eb14.jpg, https://m.atcdn.co.uk/a/media/w768/646422263be044a497078a31d191baa9.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309192133628?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£12,950","37,000 miles (Above Average: 41,615 miles )",2013 (62 reg),Euro 5,MPV,5,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/e638aec78bb0487aaeb115f245d8ca8f.jpg, https://m.atcdn.co.uk/a/media/w768/51fa6073a5da4527a9a469305d29d32e.jpg, https://m.atcdn.co.uk/a/media/w768/e70c8f4ebdc44bb7ab4956d158174d9a.jpg, https://m.atcdn.co.uk/a/media/w768/584caa6c3a594bfbb6dcbec2919359a8.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310042652460?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£11,995","65,000 miles (Above Average: 1,911 miles )",2015 (15 reg),Euro 5,MPV,5,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/71127fa861374b9e9e20f0d759477216.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/9aa927ba33e34d4094bce3ca6203c443.jpg, https://m.atcdn.co.uk/a/media/w768/2a45954fc8f24d8e9c760175196cfa83.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310132955822?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£18,695","28,000 miles (Above Average: 14,119 miles )",2018 (67 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/9d7a30851b8e49aba1759da962d6eec7.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/26b9b324ba934b0ba0d0b00adec6b03c.jpg, https://m.atcdn.co.uk/a/media/w768/7991165af02e43b18388e48a7c657ccd.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309121889259?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£16,945","62,000 miles (Above Average: 7,990 miles )",2016 (16 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/cd3f7b1f3bcb484d82cbe0bbbee45c02.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/cff8c12659b349138397faae51747b11.jpg, https://m.atcdn.co.uk/a/media/w768/e3a74dc504fb437a8a3edac94e905770.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309111841773?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£26,995","16,094 miles (Above Average: 6,281 miles )",2020 (70 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/c182c7eff70048b192e9d4294b2e640c.jpg, https://m.atcdn.co.uk/a/media/w768/0736fab2950646fea20e2344c304dff6.jpg, https://m.atcdn.co.uk/a/media/w768/9c10701f5cbe48e9bfe22224baea2184.jpg, https://m.atcdn.co.uk/a/media/w768/7d71609bba70420ab1fe1867d5c2a442.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309131915748?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£25,500","21,000 miles (Above Average: 3,123 miles )",2020 (20 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/f2b3e0f2ac774d96b62c77736cc0bb13.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/3e9f64c943db44c0a85bbfa5811fffce.jpg, https://m.atcdn.co.uk/a/media/w768/de33cecbc43249a2bb29e58dce5784ca.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202306309107997?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£9,990","91,000 miles (Above Average: 15,579 miles )",2013 (13 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/528c4073b0df4c9a8e668cd44c4fdbf2.jpg, https://m.atcdn.co.uk/a/media/w768/c6ad4c841d45420d8a5fd17802b79df9.jpg, https://m.atcdn.co.uk/a/media/w768/053bcad4753b40feab31710522df5adf.jpg, https://m.atcdn.co.uk/a/media/w768/545b59c896f948da9783aa68f63b83da.jpg"
Vauxhall Combo Life,https://www.autotrader.co.uk/car-details/202310183111801?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=10&postcode=SW1W%200NY&fromsra,"£16,595","15,244 miles (Above Average: 4,607 miles )",2020 (20 reg),Euro 6,MPV,5,1.2L,Petrol,"https://m.atcdn.co.uk/a/media/w768/e635de348a5a4ba3b2513a3d28c11099.jpg, https://m.atcdn.co.uk/a/media/w768/afdb2ccf670746b2b5584c7ea9f209d8.jpg, https://m.atcdn.co.uk/a/media/w768/bd47f01836424f9f897a148145a5a127.jpg, https://m.atcdn.co.uk/a/media/w768/324b7b9b34e74294a76ab0a51a9096b7.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202306238857015?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=11&postcode=SW1W%200NY&fromsra,"£18,950","26,000 miles (Above Average: 15,718 miles )",2018 (67 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/e08cb2aa93e04ee7bf5bc15ea8a07ef5.jpg, https://m.atcdn.co.uk/a/media/w768/6ec3405ed1934e0cb3b242e9257f9382.jpg, https://m.atcdn.co.uk/a/media/w768/891391e5c03c405ea3f2cfd9840b0568.jpg, https://m.atcdn.co.uk/a/media/w768/1d1510acfb9e4b888c7456457cb683d4.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309222252972?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=11&postcode=SW1W%200NY&fromsra,"£16,495","57,000 miles (Above Average: 10,582 miles )",2017 (17 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/49315b99e3ed4d449643c48e138f81b3.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/51cb88f52ef44d93b3029e855959e2aa.jpg, https://m.atcdn.co.uk/a/media/w768/0bf5238e6bb34af88ac18e86958b22f4.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308291296210?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=11&postcode=SW1W%200NY&fromsra,"£19,695","31,000 miles (Above Average: 10,015 miles )",2018 (18 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/a28348acdd774db286ed6837a7201736.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/d91ec8cd410b4d6fae68645df292d2ca.jpg, https://m.atcdn.co.uk/a/media/w768/5d661fa71ff94d2f8f2db3339cffd41e.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308100640401?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=11&postcode=SW1W%200NY&fromsra,"£24,500","36,000 miles (Above Average: 6,936 miles )",2019 (69 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/f36af9b90fc3426c9a646fff44b6c8d7.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/3b430701a83445a0889893fc0db55a12.jpg, https://m.atcdn.co.uk/a/media/w768/674f68ec2bfa4aae98b86cc6925c384e.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308100633568?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=11&postcode=SW1W%200NY&fromsra,"£24,995","15,000 miles (Above Average: 12,477 miles )",2020 (69 reg),Euro 6,MPV,4,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/65cb9e761275483f9faa5054be3b3ce9.jpg, https://m.atcdn.co.uk/a/media/w768/1868a7b8fd5f4083b6ee3ac2b2f2ddba.jpg, https://m.atcdn.co.uk/a/media/w768/4ad8cce0ffb54840aec2afa4f8f0bb02.jpg, https://m.atcdn.co.uk/a/media/w768/1228e8fe7c1b4d7e83cc3d2b2a993f11.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310183125999?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=11&postcode=SW1W%200NY&fromsra,"£13,492","66,681 miles (Above Average: 606 miles )",2014 (14 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/07cde8a109664684be0ab44ee8e69f19.jpg, https://m.atcdn.co.uk/a/media/w768/46780abbca674b939f992f22c0de6006.jpg, https://m.atcdn.co.uk/a/media/w768/8da2ab228f1a44beaf7518c34c381107.jpg, https://m.atcdn.co.uk/a/media/w768/766284573747472e92cbd86a56112621.jpg"
